Accident_Index,Long,Lat,Accident_Severity,Severity_ctx,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Day_ctx,Time,Speed_limit,Light_Conditions,Light_ctx,Weather_Conditions,Road_Surface_Conditions
201501CP00083,-0.082296,51.509631,1,Slight,1,1,26/03/2015,5,Thursday,09:07:00,30,1,Daylight,2,2
201501MM70686,-0.082714,51.496239,1,Slight,2,1,13/08/2015,5,Thursday,09:50:00,30,1,Daylight,1,1
2.02E+12,-0.082887,51.509281,1,Slight,4,1,26/11/2015,5,Thursday,13:45:00,30,1,Daylight,1,1
201501MM70959,-0.083013,51.495974,1,Slight,1,1,19/11/2015,5,Thursday,19:54:00,30,1,Daylight,1,2
201501CP00044,-0.083414,51.510459,1,Slight,1,1,05/02/2015,5,Thursday,14:15:00,30,1,Daylight,1,1
201501MM70698,-0.083873,51.492661,1,Slight,2,1,30/07/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501GD10286,-0.083944,51.525305,1,Slight,2,1,09/04/2015,5,Thursday,08:52:00,30,1,Daylight,1,1
201501GD10434,-0.084915,51.526221,1,Slight,1,1,11/06/2015,5,Thursday,08:43:00,40,1,Daylight,1,1
201501GD10813,-0.085063,51.526133,1,Slight,3,1,30/07/2015,5,Thursday,14:05:00,30,1,Daylight,1,1
201501CP00046,-0.08523,51.511838,1,Slight,2,1,12/02/2015,5,Thursday,13:25:00,30,1,Daylight,1,1
201501CP00224,-0.086571,51.51078,1,Slight,2,1,09/07/2015,5,Thursday,07:08:00,30,1,Daylight,1,1
201501MM70396,-0.086634,51.505836,1,Slight,2,1,16/04/2015,5,Thursday,14:30:00,30,1,Daylight,1,1
201501MM70368,-0.087066,51.505843,1,Slight,1,1,07/05/2015,5,Thursday,14:10:00,30,1,Daylight,1,1
201501GD10323,-0.087228,51.529496,1,Slight,2,1,30/04/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501EO40314,-0.087716,51.524738,1,Slight,1,1,07/05/2015,5,Thursday,16:12:00,30,1,Daylight,1,1
201501GD10403,-0.08782,51.529146,1,Slight,2,1,14/05/2015,5,Thursday,07:07:00,30,1,Daylight,1,1
201501MM70991,-0.088347,51.506223,1,Slight,2,1,19/11/2015,5,Thursday,16:45:00,30,1,Daylight,1,1
201501EO40470,-0.088757,51.520528,1,Slight,2,1,04/06/2015,5,Thursday,19:30:00,30,1,Daylight,1,1
201501EO49007,-0.0889,51.527455,1,Slight,2,1,10/09/2015,5,Thursday,06:38:00,20,1,Daylight,1,1
201501CP00082,-0.089218,51.516399,1,Slight,2,1,26/03/2015,5,Thursday,09:48:00,30,1,Daylight,1,2
201501CP00255,-0.08949,51.513346,1,Slight,2,1,06/08/2015,5,Thursday,11:29:00,20,1,Daylight,1,1
201501CP00156,-0.089714,51.514878,1,Slight,2,1,07/05/2015,5,Thursday,08:05:00,30,1,Daylight,1,1
201501MM70589,-0.089901,51.486285,1,Slight,2,1,28/05/2015,5,Thursday,18:00:00,30,1,Daylight,1,1
201501EO40157,-0.090393,51.536561,1,Slight,2,1,19/02/2015,5,Thursday,17:43:00,30,1,Daylight,2,2
201501EO40861,-0.090719,51.525326,1,Slight,2,1,03/12/2015,5,Thursday,08:40:00,30,1,Daylight,1,1
201501EO40233,-0.090722,51.525236,1,Slight,2,1,19/03/2015,5,Thursday,14:35:00,30,1,Daylight,1,1
201501CP00111,-0.091211,51.513554,1,Slight,2,1,23/04/2015,5,Thursday,11:44:00,30,1,Daylight,1,1
201501MM70273,-0.091882,51.494051,1,Slight,2,1,26/03/2015,5,Thursday,14:00:00,30,1,Daylight,1,1
201501EO40505,-0.091921,51.537935,1,Slight,2,1,09/07/2015,5,Thursday,08:04:00,30,1,Daylight,1,1
201501EO40113,-0.091921,51.537935,1,Slight,2,1,22/01/2015,5,Thursday,08:53:00,30,1,Daylight,1,1
201501EO40569,-0.092335,51.538391,1,Slight,2,1,06/08/2015,5,Thursday,08:02:00,30,1,Daylight,1,1
201501MM70675,-0.092447,51.504671,1,Slight,2,1,06/08/2015,5,Thursday,15:09:00,30,1,Daylight,1,1
2.02E+12,-0.092855,51.512142,1,Slight,2,1,03/12/2015,5,Thursday,09:30:00,20,1,Daylight,1,1
201501MM79162,-0.093036,51.500904,1,Slight,3,1,15/10/2015,5,Thursday,11:20:00,30,1,Daylight,1,1
201501CP00215,-0.093196,51.510888,1,Slight,2,1,16/07/2015,5,Thursday,15:00:00,40,1,Daylight,1,1
201501MM70478,-0.093719,51.484549,1,Slight,1,1,19/02/2015,5,Thursday,19:00:00,30,1,Daylight,2,2
201501MM70393,-0.093836,51.48518,1,Slight,1,1,14/05/2015,5,Thursday,12:45:00,30,1,Daylight,2,2
201501GD10593,-0.093893,51.528705,1,Slight,2,1,16/07/2015,5,Thursday,19:15:00,30,1,Daylight,1,1
201501MM70514,-0.093927,51.476099,1,Slight,1,1,25/06/2015,5,Thursday,16:53:00,30,1,Daylight,1,1
201501EO40474,-0.094037,51.528707,1,Slight,2,1,02/07/2015,5,Thursday,08:15:00,30,1,Daylight,1,1
201501MM70864,-0.094175,51.504699,1,Slight,2,1,08/10/2015,5,Thursday,10:52:00,30,1,Daylight,1,1
201501MM70174,-0.094175,51.504699,1,Slight,2,1,12/02/2015,5,Thursday,09:30:00,30,1,Daylight,1,2
201501MM70497,-0.094231,51.479161,1,Slight,3,1,04/06/2015,5,Thursday,06:45:00,30,1,Daylight,1,1
201501MM70369,-0.094243,51.478892,1,Slight,2,1,07/05/2015,5,Thursday,15:44:00,30,1,Daylight,1,1
201501MM70973,-0.094444,51.480963,1,Slight,2,1,29/10/2015,5,Thursday,15:40:00,30,1,Daylight,1,1
201501MM70581,-0.094473,51.494093,1,Slight,2,1,25/06/2015,5,Thursday,08:50:00,30,1,Daylight,1,1
201501MM70518,-0.094588,51.480966,1,Slight,2,1,18/06/2015,5,Thursday,07:25:00,30,1,Daylight,1,1
201501MM71134,-0.094676,51.482316,1,Slight,2,1,05/11/2015,5,Thursday,15:07:00,20,1,Daylight,2,2
201501EO40733,-0.095374,51.524323,1,Slight,1,1,08/10/2015,5,Thursday,09:50:00,20,1,Daylight,1,1
201501GD10053,-0.095459,51.52918,1,Slight,2,1,15/01/2015,5,Thursday,08:55:00,30,1,Daylight,1,1
201501CP00269,-0.095573,51.512636,1,Slight,2,1,10/09/2015,5,Thursday,08:05:00,20,1,Daylight,1,1
201501MM70753,-0.095603,51.487727,1,Slight,2,1,27/08/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501MM70676,-0.095739,51.487909,1,Slight,2,1,06/08/2015,5,Thursday,13:15:00,30,1,Daylight,1,1
201501MM79034,-0.095751,51.504905,1,Slight,2,1,15/10/2015,5,Thursday,09:45:00,30,1,Daylight,1,1
201501EO40184,-0.096833,51.523897,1,Slight,1,1,12/02/2015,5,Thursday,09:10:00,30,1,Daylight,1,1
201501CP00241,-0.097271,51.520307,1,Slight,2,1,20/08/2015,5,Thursday,17:10:00,20,1,Daylight,1,1
201501MM70579,-0.09768,51.47589,1,Slight,2,1,09/07/2015,5,Thursday,16:30:00,30,1,Daylight,1,1
201501EO40753,-0.097683,51.541536,1,Slight,2,1,24/09/2015,5,Thursday,18:00:00,30,1,Daylight,1,1
201501EO40828,-0.098004,51.523466,1,Slight,2,1,29/10/2015,5,Thursday,15:45:00,30,1,Daylight,1,1
201501CP00267,-0.09803,51.522837,1,Slight,2,1,17/09/2015,5,Thursday,08:47:00,20,1,Daylight,2,2
201501EO40160,-0.09817,51.529853,1,Slight,2,1,19/02/2015,5,Thursday,08:16:00,30,1,Daylight,1,1
201501MM70462,-0.098388,51.476171,1,Slight,2,1,09/04/2015,5,Thursday,17:28:00,30,1,Daylight,1,1
201501MM70788,-0.09924,51.476455,1,Slight,2,1,06/08/2015,5,Thursday,08:44:00,30,1,Daylight,1,1
201501MM70023,-0.099988,51.493103,1,Slight,1,1,15/01/2015,5,Thursday,15:30:00,30,1,Daylight,1,1
201501MM71082,-0.100033,51.498949,1,Slight,2,1,29/10/2015,5,Thursday,18:40:00,30,1,Daylight,2,2
201501MM70270,-0.100058,51.494903,1,Slight,2,1,02/04/2015,5,Thursday,18:40:00,30,1,Daylight,1,1
201501CP00243,-0.100288,51.513611,1,Slight,1,1,06/08/2015,5,Thursday,12:00:00,30,1,Daylight,1,1
201501MM70846,-0.100531,51.493921,1,Slight,2,1,01/10/2015,5,Thursday,16:49:00,30,1,Daylight,1,1
201501CP00115,-0.100631,51.515775,1,Slight,2,1,09/04/2015,5,Thursday,20:50:00,30,1,Daylight,1,1
201501CP00070,-0.100631,51.515775,1,Slight,2,1,26/03/2015,5,Thursday,15:00:00,30,1,Daylight,1,1
201501MM70090,-0.100848,51.493207,1,Slight,2,1,05/02/2015,5,Thursday,15:40:00,30,1,Daylight,1,1
2.02E+12,-0.101076,51.51893,1,Slight,2,1,15/10/2015,5,Thursday,07:31:00,20,1,Daylight,1,1
201501MM71133,-0.101172,51.49582,1,Slight,1,1,31/12/2015,5,Thursday,12:03:00,30,1,Daylight,1,1
201501MM70651,-0.101213,51.494832,1,Slight,2,1,09/07/2015,5,Thursday,13:00:00,30,1,Daylight,1,1
201501EO40422,-0.10131,51.530624,1,Slight,2,1,04/06/2015,5,Thursday,19:30:00,30,1,Daylight,1,1
201501MM70428,-0.10135,51.495014,1,Slight,2,1,14/05/2015,5,Thursday,18:55:00,30,1,Daylight,2,2
201501EO40775,-0.101451,51.530716,1,Slight,2,1,01/10/2015,5,Thursday,07:22:00,20,1,Daylight,1,1
201501MM70852,-0.101646,51.477483,1,Slight,1,1,17/09/2015,5,Thursday,12:45:00,30,1,Daylight,1,1
201501MM70422,-0.101646,51.477483,1,Slight,1,1,07/05/2015,5,Thursday,16:35:00,30,1,Daylight,1,1
2.02E+12,-0.102163,51.517059,1,Slight,1,1,29/10/2015,5,Thursday,16:09:00,20,1,Daylight,9,2
201501EO40461,-0.102223,51.522545,1,Slight,2,1,18/06/2015,5,Thursday,11:35:00,30,1,Daylight,1,1
201501MM70626,-0.102323,51.50627,1,Slight,1,1,18/06/2015,5,Thursday,17:30:00,30,1,Daylight,1,1
201501CP00028,-0.102701,51.511042,1,Slight,2,1,08/01/2015,5,Thursday,08:38:00,40,1,Daylight,1,1
201501MM70684,-0.10278,51.4918,1,Slight,1,1,02/07/2015,5,Thursday,13:20:00,30,1,Daylight,1,1
201501CP00204,-0.103049,51.516534,1,Slight,2,1,23/07/2015,5,Thursday,07:20:00,30,1,Daylight,1,1
201501MM70147,-0.104051,51.478511,1,Slight,2,1,12/02/2015,5,Thursday,09:40:00,30,1,Daylight,1,1
2.02E+12,-0.104199,51.513135,1,Slight,2,1,10/12/2015,5,Thursday,08:43:00,20,1,Daylight,1,1
201501LX50788,-0.104298,51.489936,1,Slight,1,1,23/07/2015,5,Thursday,18:59:00,30,1,Daylight,1,1
2.02E+12,-0.104439,51.514308,1,Slight,2,1,22/10/2015,5,Thursday,16:20:00,20,1,Daylight,1,1
201501CP00015,-0.104568,51.51467,1,Slight,2,1,08/01/2015,5,Thursday,14:45:00,30,1,Daylight,1,1
2.02E+12,-0.104918,51.516654,1,Slight,3,1,19/11/2015,5,Thursday,08:52:00,20,1,Daylight,1,1
201501CP00004,-0.104948,51.515935,1,Slight,2,1,22/01/2015,5,Thursday,10:05:00,30,1,Daylight,1,1
201501CP00116,-0.105309,51.517649,1,Slight,2,1,09/04/2015,5,Thursday,18:55:00,30,1,Daylight,1,1
201501CP00031,-0.105309,51.517649,1,Slight,2,1,08/01/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501EO40800,-0.105354,51.533926,1,Slight,2,1,05/11/2015,5,Thursday,10:30:00,30,1,Daylight,1,2
201501EK40017,-0.105416,51.51855,1,Slight,1,1,15/01/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501LX51032,-0.106694,51.487726,1,Slight,2,1,24/09/2015,5,Thursday,09:50:00,30,1,Daylight,2,2
201501EO40755,-0.106733,51.521539,1,Slight,2,1,08/10/2015,5,Thursday,09:15:00,30,1,Daylight,1,1
201501LX50709,-0.107504,51.502937,1,Slight,2,1,09/07/2015,5,Thursday,10:38:00,30,1,Daylight,1,1
201501CP00277,-0.107754,51.517779,1,Slight,2,1,10/09/2015,5,Thursday,16:40:00,30,1,Daylight,1,1
201501MM70185,-0.107879,51.497367,1,Slight,2,1,15/01/2015,5,Thursday,07:10:00,30,1,Daylight,1,1
201501LX50299,-0.107985,51.477406,1,Slight,2,1,02/04/2015,5,Thursday,14:10:00,30,1,Daylight,1,1
201501LX59052,-0.108647,51.485779,1,Slight,2,1,03/12/2015,5,Thursday,08:43:00,30,1,Daylight,1,1
201501EO40737,-0.109531,51.541008,1,Slight,2,1,08/10/2015,5,Thursday,17:50:00,20,1,Daylight,1,1
201501LX50433,-0.109766,51.50747,1,Slight,2,1,30/04/2015,5,Thursday,08:55:00,30,1,Daylight,1,1
201501LX50932,-0.110126,51.50226,1,Slight,2,1,06/08/2015,5,Thursday,08:50:00,30,1,Daylight,1,1
201501EO40817,-0.110212,51.524563,1,Slight,2,1,05/11/2015,5,Thursday,15:00:00,30,1,Daylight,2,2
201501LX51004,-0.110301,51.484098,1,Slight,3,1,17/09/2015,5,Thursday,14:15:00,30,1,Daylight,1,1
201501EO40826,-0.110321,51.528881,1,Slight,2,1,06/08/2015,5,Thursday,09:00:00,20,1,Daylight,1,1
201501EK40314,-0.110768,51.518097,1,Slight,2,1,23/04/2015,5,Thursday,11:43:00,40,1,Daylight,1,1
201501EO40254,-0.111084,51.524397,1,Slight,2,1,16/04/2015,5,Thursday,18:00:00,30,1,Daylight,9,1
201501LX51031,-0.111311,51.487531,1,Slight,1,1,24/09/2015,5,Thursday,15:45:00,30,1,Daylight,1,1
201501LX50937,-0.111477,51.486994,1,Slight,2,1,27/08/2015,5,Thursday,07:15:00,30,1,Daylight,1,1
201501LX51098,-0.111523,51.496347,1,Slight,2,1,08/10/2015,5,Thursday,13:30:00,30,1,Daylight,1,1
201501LX50476,-0.11165,51.503723,1,Slight,2,1,14/05/2015,5,Thursday,19:52:00,30,1,Daylight,1,2
201501LX51462,-0.112553,51.481886,1,Slight,2,1,01/10/2015,5,Thursday,08:15:00,30,1,Daylight,1,1
201501LX51148,-0.112578,51.498702,1,Slight,1,1,22/10/2015,5,Thursday,17:30:00,30,1,Daylight,1,1
201501LX51126,-0.112578,51.498702,1,Slight,2,1,15/10/2015,5,Thursday,10:20:00,30,1,Daylight,1,1
201501EO40648,-0.112606,51.536381,1,Slight,2,1,30/07/2015,5,Thursday,12:24:00,30,1,Daylight,1,1
201501LX51356,-0.112711,51.481529,1,Slight,1,1,10/12/2015,5,Thursday,11:40:00,30,1,Daylight,1,1
201501LX50228,-0.112831,51.475146,1,Slight,2,1,12/03/2015,5,Thursday,13:38:00,30,1,Daylight,1,1
201501LX51235,-0.113007,51.481353,1,Slight,1,1,05/11/2015,5,Thursday,14:18:00,30,1,Daylight,1,1
201501LX51460,-0.11333,51.504919,1,Slight,2,1,31/12/2015,5,Thursday,07:15:00,30,1,Daylight,1,1
201501LX50183,-0.113555,51.489006,1,Slight,1,1,26/02/2015,5,Thursday,14:52:00,30,1,Daylight,1,1
201501EO40336,-0.113591,51.526505,1,Slight,2,1,30/04/2015,5,Thursday,19:30:00,30,1,Daylight,1,1
201501LX51423,-0.113844,51.499442,1,Slight,1,1,17/12/2015,5,Thursday,07:55:00,30,1,Daylight,1,1
201501EK41007,-0.114387,51.521213,1,Slight,1,1,12/11/2015,5,Thursday,15:37:00,30,1,Daylight,1,1
201501LX51336,-0.116104,51.500557,1,Slight,1,1,03/12/2015,5,Thursday,13:04:00,20,1,Daylight,1,1
201501LX50444,-0.116116,51.493274,1,Slight,2,1,23/04/2015,5,Thursday,18:10:00,30,1,Daylight,1,1
201501EK40635,-0.116129,51.524388,1,Slight,1,1,23/07/2015,5,Thursday,08:00:00,30,1,Daylight,1,1
201501LX50897,-0.116527,51.486806,1,Slight,2,1,13/08/2015,5,Thursday,07:50:00,30,1,Daylight,1,1
201501LX51006,-0.116606,51.502364,1,Slight,3,1,17/09/2015,5,Thursday,14:45:00,30,1,Daylight,1,1
201501EK40636,-0.116717,51.520621,1,Slight,2,1,27/08/2015,5,Thursday,17:45:00,30,1,Daylight,1,1
201501CW11431,-0.116855,51.510281,1,Slight,1,1,17/09/2015,5,Thursday,15:45:00,30,1,Daylight,1,1
201501CW11205,-0.116918,51.512261,1,Slight,2,1,06/08/2015,5,Thursday,09:20:00,30,1,Daylight,1,1
201501LX51209,-0.116975,51.500392,1,Slight,2,1,05/11/2015,5,Thursday,12:47:00,30,1,Daylight,1,1
201501LX51118,-0.117001,51.499762,1,Slight,3,1,01/10/2015,5,Thursday,15:20:00,30,1,Daylight,1,1
201501LX50425,-0.117005,51.499673,1,Slight,2,1,30/04/2015,5,Thursday,08:15:00,30,1,Daylight,1,1
201501EO40859,-0.117054,51.54041,1,Slight,2,1,27/08/2015,5,Thursday,09:46:00,30,1,Daylight,1,1
201501LX51057,-0.117059,51.477372,1,Slight,2,1,01/10/2015,5,Thursday,08:50:00,30,1,Daylight,1,1
201501CW10852,-0.117601,51.513171,1,Slight,1,1,18/06/2015,5,Thursday,11:01:00,30,1,Daylight,1,1
201501EO40376,-0.118485,51.533688,1,Slight,2,1,28/05/2015,5,Thursday,14:58:00,30,1,Daylight,1,1
201501CW11162,-0.11861,51.50968,1,Slight,3,1,06/08/2015,5,Thursday,08:50:00,30,1,Daylight,1,1
201501LX51094,-0.119253,51.49755,1,Slight,2,1,08/10/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501EK40438,-0.119776,51.516353,1,Slight,2,1,04/06/2015,5,Thursday,04:30:00,40,1,Daylight,1,1
201501LX51177,-0.119811,51.494502,1,Slight,1,1,29/10/2015,5,Thursday,08:28:00,30,1,Daylight,1,2
201501EK40619,-0.120219,51.516091,1,Slight,2,1,23/07/2015,5,Thursday,15:50:00,30,1,Daylight,1,1
201501EK40444,-0.120444,51.517623,1,Slight,2,1,04/06/2015,5,Thursday,18:06:00,30,1,Daylight,1,1
201501EK40468,-0.120588,51.517625,1,Slight,2,1,11/06/2015,5,Thursday,17:31:00,30,1,Daylight,1,2
201501LX51446,-0.120675,51.494516,1,Slight,1,1,10/12/2015,5,Thursday,14:20:00,30,1,Daylight,1,1
201501LX51096,-0.120951,51.49479,1,Slight,2,1,08/10/2015,5,Thursday,09:48:00,30,1,Daylight,1,1
201501EO40080,-0.12099,51.532379,1,Slight,2,1,29/01/2015,5,Thursday,09:18:00,20,1,Daylight,1,1
201501EK40109,-0.121053,51.523838,1,Slight,2,1,12/02/2015,5,Thursday,14:40:00,30,1,Daylight,1,1
201501CW10933,-0.121172,51.510441,1,Slight,1,1,02/07/2015,5,Thursday,06:49:00,30,1,Daylight,1,1
201501EO40509,-0.121341,51.530856,1,Slight,2,1,25/06/2015,5,Thursday,14:00:00,30,1,Daylight,1,1
201501EK40605,-0.121375,51.516019,1,Slight,1,1,16/07/2015,5,Thursday,14:30:00,30,1,Daylight,1,1
201501EK40682,-0.121456,51.517549,1,Slight,1,1,06/08/2015,5,Thursday,09:00:00,30,1,Daylight,1,1
201501LX50965,-0.122026,51.486174,1,Slight,2,1,27/08/2015,5,Thursday,19:30:00,30,1,Daylight,2,2
201501EK41152,-0.122224,51.533928,1,Slight,2,1,24/12/2015,5,Thursday,16:12:00,30,1,Daylight,1,1
201501EK40620,-0.122228,51.51981,1,Slight,1,1,23/07/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501LX51366,-0.122794,51.474496,1,Slight,2,1,10/12/2015,5,Thursday,07:25:00,30,1,Daylight,1,1
201501LX50395,-0.123214,51.488801,1,Slight,1,1,23/04/2015,5,Thursday,17:29:00,30,1,Daylight,1,1
201501CW11159,-0.123344,51.513713,1,Slight,1,1,06/08/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501LX51180,-0.123402,51.477204,1,Slight,2,1,29/10/2015,5,Thursday,06:32:00,30,1,Daylight,1,1
201501EK40677,-0.123532,51.530172,1,Slight,2,1,06/08/2015,5,Thursday,19:54:00,30,1,Daylight,1,1
201501CW10315,-0.123912,51.506887,1,Slight,1,1,19/03/2015,5,Thursday,10:55:00,30,1,Daylight,1,1
201501CW10788,-0.123931,51.502931,1,Slight,2,1,30/04/2015,5,Thursday,07:00:00,30,1,Daylight,1,1
201501CW10517,-0.124012,51.500954,1,Slight,2,1,23/04/2015,5,Thursday,17:05:00,30,1,Daylight,1,1
201501LX50223,-0.124034,51.486386,1,Slight,2,1,12/03/2015,5,Thursday,08:10:00,30,1,Daylight,1,1
201501EK41171,-0.124042,51.521278,1,Slight,2,1,31/12/2015,5,Thursday,16:00:00,30,1,Daylight,1,1
201501LX50334,-0.124045,51.48261,1,Slight,2,1,09/04/2015,5,Thursday,09:59:00,30,1,Daylight,1,1
201501LX50389,-0.124432,51.480188,1,Slight,2,1,23/04/2015,5,Thursday,18:00:00,30,1,Daylight,1,1
201501EK40690,-0.124485,51.517508,1,Slight,2,1,06/08/2015,5,Thursday,15:45:00,30,1,Daylight,1,1
201501LX51125,-0.124576,51.48019,1,Slight,2,1,15/10/2015,5,Thursday,08:30:00,30,1,Daylight,1,1
201501LX50349,-0.124694,51.484329,1,Slight,2,1,16/04/2015,5,Thursday,12:30:00,30,1,Daylight,1,1
201501LX50283,-0.125027,51.486762,1,Slight,2,1,26/03/2015,5,Thursday,11:00:00,30,1,Daylight,1,1
201501EK40216,-0.125201,51.521116,1,Slight,2,1,19/03/2015,5,Thursday,17:45:00,30,1,Daylight,1,1
201501CW11052,-0.125514,51.495942,1,Slight,1,1,09/07/2015,5,Thursday,10:50:00,30,1,Daylight,1,1
201501LX51395,-0.125676,51.484974,1,Slight,2,1,03/12/2015,5,Thursday,11:35:00,30,1,Daylight,1,1
201501CW10089,-0.125832,51.498735,1,Slight,1,1,29/01/2015,5,Thursday,16:15:00,30,1,Daylight,1,1
201501CW10484,-0.125839,51.498555,1,Slight,1,1,16/04/2015,5,Thursday,15:05:00,30,1,Daylight,1,1
201501EK40091,-0.126173,51.529045,1,Slight,1,1,05/02/2015,5,Thursday,08:51:00,30,1,Daylight,1,2
201501EK40713,-0.126583,51.529591,1,Slight,2,1,06/08/2015,5,Thursday,16:50:00,30,1,Daylight,1,1
201501EK40843,-0.126715,51.515835,1,Slight,1,1,24/09/2015,5,Thursday,15:38:00,30,1,Daylight,1,1
201501CW10092,-0.126892,51.501,1,Slight,1,1,29/01/2015,5,Thursday,09:04:00,30,1,Daylight,1,1
201501CW11515,-0.127047,51.507747,1,Slight,1,1,08/10/2015,5,Thursday,11:55:00,30,1,Daylight,1,1
201501LX50868,-0.127414,51.484732,1,Slight,2,1,30/07/2015,5,Thursday,14:35:00,30,1,Daylight,1,1
201501CW11592,-0.127553,51.509463,1,Slight,1,1,22/10/2015,5,Thursday,15:55:00,30,1,Daylight,1,1
201501EK40861,-0.127934,51.514236,1,Slight,2,1,01/10/2015,5,Thursday,16:25:00,30,1,Daylight,1,1
201501CW10250,-0.128005,51.487889,1,Slight,2,1,05/03/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501CW11240,-0.128566,51.488257,1,Slight,2,1,13/08/2015,5,Thursday,11:15:00,30,1,Daylight,5,2
201501CW11394,-0.1289,51.501212,1,Slight,1,1,17/09/2015,5,Thursday,16:46:00,30,1,Daylight,1,1
201501EK40863,-0.129106,51.524326,1,Slight,1,1,01/10/2015,5,Thursday,10:00:00,30,1,Daylight,1,1
201501EK41098,-0.129113,51.524146,1,Slight,2,1,10/12/2015,5,Thursday,10:35:00,30,1,Daylight,1,1
201501CW11407,-0.129271,51.513268,1,Slight,1,1,17/09/2015,5,Thursday,18:24:00,30,1,Daylight,1,1
201501CW11392,-0.129699,51.488725,1,Slight,1,1,17/09/2015,5,Thursday,17:10:00,30,1,Daylight,1,1
201501EK40812,-0.129797,51.525056,1,Slight,1,1,17/09/2015,5,Thursday,15:34:00,30,1,Daylight,1,1
201501EK40786,-0.129845,51.523888,1,Slight,2,1,10/09/2015,5,Thursday,11:50:00,30,1,Daylight,1,1
201501CW11143,-0.129987,51.48873,1,Slight,2,1,30/07/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501EK40839,-0.130298,51.516342,1,Slight,2,1,06/08/2015,5,Thursday,13:45:00,30,1,Daylight,1,1
201501EK40532,-0.130424,51.5203,1,Slight,2,1,02/07/2015,5,Thursday,18:00:00,30,1,Daylight,1,1
201501EK40672,-0.130435,51.516524,1,Slight,1,1,09/07/2015,5,Thursday,16:00:00,30,1,Daylight,1,1
201501CW10514,-0.130456,51.512477,1,Slight,2,1,23/04/2015,5,Thursday,09:27:00,30,1,Daylight,1,1
201501CW10994,-0.130829,51.489283,1,Slight,2,1,09/07/2015,5,Thursday,14:20:00,30,1,Daylight,1,1
201501EK40296,-0.130871,51.523455,1,Slight,2,1,16/04/2015,5,Thursday,06:30:00,30,1,Daylight,1,1
201501CW11136,-0.130872,51.505829,1,Slight,2,1,23/07/2015,5,Thursday,19:02:00,30,1,Daylight,1,1
201501CW10518,-0.130872,51.505829,1,Slight,2,1,23/04/2015,5,Thursday,09:46:00,30,1,Daylight,1,1
201501CW10818,-0.130973,51.489285,1,Slight,3,1,04/06/2015,5,Thursday,08:45:00,30,1,Daylight,1,1
201501EK41054,-0.130982,51.520759,1,Slight,1,1,26/11/2015,5,Thursday,07:40:00,30,1,Daylight,1,1
201501EK40215,-0.131005,51.527234,1,Slight,1,1,19/03/2015,5,Thursday,16:15:00,40,1,Daylight,1,1
201501CW11317,-0.131136,51.516984,1,Slight,1,1,03/09/2015,5,Thursday,08:23:00,30,1,Daylight,1,1
201501LX50450,-0.131395,51.475443,1,Slight,1,1,16/04/2015,5,Thursday,09:49:00,30,1,Daylight,1,1
201501EK40976,-0.131692,51.528054,1,Slight,2,1,29/10/2015,5,Thursday,13:05:00,30,1,Daylight,1,1
201501CW10741,-0.132047,51.508816,1,Slight,2,1,04/06/2015,5,Thursday,12:56:00,30,1,Daylight,1,1
201501CW10831,-0.132278,51.499647,1,Slight,2,1,18/06/2015,5,Thursday,06:18:00,30,1,Daylight,1,1
201501EK40411,-0.132507,51.518715,1,Slight,2,1,21/05/2015,5,Thursday,18:30:00,30,1,Daylight,1,1
201501EK40111,-0.132644,51.522404,1,Slight,2,1,12/02/2015,5,Thursday,11:55:00,30,1,Daylight,1,1
201501WW50510,-0.132658,51.483287,1,Slight,2,1,04/06/2015,5,Thursday,09:51:00,30,1,Daylight,1,1
201501CW10414,-0.132664,51.490211,1,Slight,1,1,26/03/2015,5,Thursday,17:15:00,30,1,Daylight,1,1
201501CW10557,-0.132697,51.507028,1,Slight,2,1,30/04/2015,5,Thursday,14:30:00,30,1,Daylight,1,1
201501CW10670,-0.132811,51.490123,1,Slight,1,1,21/05/2015,5,Thursday,11:04:00,30,1,Daylight,1,1
201501CW11650,-0.133838,51.510823,1,Slight,1,1,29/10/2015,5,Thursday,12:12:00,30,1,Daylight,1,1
201501CW11737,-0.133986,51.510735,1,Slight,2,1,19/11/2015,5,Thursday,14:28:00,30,1,Daylight,1,1
201501CW10350,-0.134148,51.506781,1,Slight,1,1,26/03/2015,5,Thursday,15:43:00,30,1,Daylight,1,1
201501CW11794,-0.13449,51.516049,1,Slight,2,1,26/11/2015,5,Thursday,16:20:00,30,1,Daylight,1,1
201501EK40483,-0.134646,51.522796,1,Slight,2,1,11/06/2015,5,Thursday,08:17:00,30,1,Daylight,1,1
201501CW11170,-0.136176,51.485321,1,Slight,2,1,06/08/2015,5,Thursday,16:24:00,30,1,Daylight,1,1
